CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,ID,NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME
Campsite,53,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,59,11,Gravel,B,t,t,9x10,Wood Chips,< 1/8 mile,500',500',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,55,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,20,25,Gravel,B,,,9x13,Wood Chips,<1/8 mile,310',310',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast
Campsite,58,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,37,11,Gravel,B,,,9x13,Wood Chips,< 1/8 mile,345',345',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,59,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,40,10,Gravel,B,t,t,9x13,Wood Chips,< 1/8 mile,435',435',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,60,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,45,11,Gravel,B,,t,9x13,Wood Chips,< 1/8 mile,560',560',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,62,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,40,11,Gravel,B,,,9x13,Wood Chips,< 1/8 mile,540',540',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,65,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,41,11,Gravel,B,t,t,9x13,Wood Chips,< 1/8 mile,390',390',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,66,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,42,11,Gravel,B,t,t,9x13,Wood Chips,<1/8 mile,375',375',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,67,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,45,10,Gravel,B,,t,9x13,Wood Chips,<1/8 mile,300',300',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,68,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,38,10,Gravel,B,t,t,8x10,Wood Chips,< 1/8 mile,280',280',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,70,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,40,11,Gravel,B,,t,9x11,Wood Chips,<1/8 mile,200',200',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,02-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,48,12,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,56',65',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,08-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,11,Gravel,B,,t,9x13,Wood Chips,< .25  mile,310',310',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,09-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,13,Gravel,B,,t,9x13,Wood Chips,< .25 mile,360',360',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,13-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,64,13,Gravel,P,t,t,,,< .25 mile,620',620',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,23-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,39,13,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,440',440',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,24-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,62,13,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,440',440',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,28-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,12,Gravel,B,t,t,6x8,Wood Chips,< .25 mile,270',270',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,33-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,47,11,Gravel,B,,t,6x8,Wood Chips,< .25 mile,620',620',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,34-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,41,12,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,640',640',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,35-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,44,11,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,700',700',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,40-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,51,11,Gravel,B,,,8x8,Wood Chips,<.25 mile,265',265',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,41-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,46,12,Gravel,B,t,t,9x13,Wood Chips,< .25 mile,200',200',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,48-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,47,12,Gravel,B,t,t,9x13,Wood Chips,< 1/8 mile,230',230',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,51-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,38,12,Gravel,B,t,t,9x13,Wood Chips,<1/8 mile,360',360',.3 mile,,t,,,,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,54-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,10,Gravel,B,,t,8x10,Wood Chips,<1/8 mile,440',440',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,56-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,12,Gravel,B,,,8x10,Wood Chips,< 1/8 mile,250',250',.1 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Lake,2C,4,Northeast Region,2,Northeast
Campsite,57-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,48,12,Gravel,B,t,t,10x10,Wood Chips,< 1/8 mile,265',265',.1 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,63-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,25,11,Gravel,B,t,t,9x13,Wood Chips,< 1/8 mile,535',535',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,64-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,50,10,Gravel,B,f,t,9x13,Wood Chips,<1/8 mile,440',440',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,69-NR,,,Drive-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Global Positioning System,,,48,12,Gravel,B,t,t,9x13,Wood Chips,< 1/8 mile,200',200',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,D1-NR,,,Walk-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Heads-Up Digitizing,,,,,,,,,Large,Grass,,425',425',,,t,,,f,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,D2-NR,,,Walk-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Heads-Up Digitizing,,,,,,,,,Large,Grass,,425',425',,,t,,,f,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,D3-NR,,,Walk-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Heads-Up Digitizing,,,,,,,,,Large,Grass,,425',425',,,t,,,f,t,t,6,2,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,K1-NR,,,Canoe-In/Boat-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Heads-Up Digitizing,,,,,,,,,Small,Grass,,295',,,,t,,,f,t,t,6,0,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,K2-NR,,,Canoe-In/Boat-In,,,Gooseberry Falls Campground,,Gooseberry Falls State Park,SPK00172,State Park,Heads-Up Digitizing,,,,,,,,,Small,Grass,,295',,,,t,,,f,t,t,6,0,t,On Fire Ring,,Partially,Lake,2C,4,Northeast Region,2,Northeast
Campsite,Devilfish Lake Campsites,,,,,,,,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,McFarland Lake Campsites,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,Esther Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,Esther Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,Esther Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,UNKNOWN,,,,,,McFarland Lake Campground,Campground,Grand Portage State Forest,SFT00023,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,,,
Campsite,1,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,25,10,Gravel,B,,t,,Gravel/ Sand,,300',300',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,2,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,60,10,Gravel,B,,t,,Gravel,,300',300',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,3,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,25,10,Gravel,B,,t,,Gravel/ Sand,,200',200',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,4,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,54,10,Gravel,B,,t,,Gravel/ Sand,,200',200',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,6,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,50,10,Gravel,B,,t,,Gravel/ Sand,,100',100',,,t,t,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,7,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,53,10,Gravel,B,,t,,Gravel/ Sand,,150',150',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,8,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,53,10,Gravel,B,,t,,Gravel/ Sand,,65',65',,,t,t,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,9,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,54,10,Gravel,B,,t,,Wood Chips,,130',130',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,10,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,43,10,Gravel,B,,t,,Gravel/ Sand,,25',25',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,11,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,52,10,Gravel,B,,t,,Wood Chips,,140',140',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,12,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,52,10,Gravel,B,,t,,Wood Chips,,35',35',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,13,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,57,10,Gravel,B,,t,,Wood Chips,,230',230',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,14,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,53,10,Gravel,B,,t,,Gravel/ Sand,,130',130',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,16,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,50,10,Gravel,B,,t,,Gravel/ Sand,,200',200',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,17,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,52,10,Gravel,B,,t,,Wood Chips,,385',385',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,18,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,48,10,Gravel,B,,t,,Gravel/ Sand,,385',385',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,19,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,60,10,Gravel,B,,t,Small,Gravel/ Sand,,470',470',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,21,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,54,10,Gravel,B,,t,,Wood Chips,,520',520',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,23,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,56,10,Gravel,B,,t,Small,Gravel/ Sand,,500',500',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,24,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,56,10,Gravel,B,,t,Small,Gravel/ Sand,,450',450',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,25,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,48,10,Gravel,B,,t,,Grass/ Bare Ground,,440',440',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,26,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,55,10,Gravel,B,,t,,Grass/ Bare Ground,,395',395',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,27,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,56,10,Gravel,B,,t,,Grass/ Bare Ground,,350',350',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,28,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,56,10,Gravel,B,,t,,Grass/ Bare Ground,,290',290',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,29,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,57,10,Gravel,B,,t,,Grass/ Bare Ground,,270',270',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,31,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,56,10,Gravel,B,,t,,Grass/ Bare Ground,,380',380',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,32,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,50,10,Gravel,B,,t,,Grass/ Bare Ground,,90',90',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,33,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,45,10,Gravel,B,,t,,Grass/ Bare Ground,,140',140',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,34,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,55,10,Gravel,B,,t,,Gravel/ Sand,,35',35',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,36,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,44,10,Gravel,B,,t,,Grass/ Bare Ground,,100',100',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,38,,,Drive-In,,,Great River Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,57,10,Gravel,B,,t,Small,Grass/ Bare Ground,,150',150',,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 1-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 2-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 3-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 4-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 5-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 6-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Heads-Up Digitizing,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,BIKE 7-NR,,,Bike-In,,,Bike-In Campground,,Great River Bluffs State Park,SPK00244,State Park,Global Positioning System,,,,,,,,,,Grass/ Bare Ground,,,,,,t,,,f,,t,6,0,t,,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,C1,,,Cart-In,,,,,Great River Bluffs State Park,SPK00244,State Park,Unknown,,,,,,,,,,Grass/ Bare Ground,,200',1/2 mile,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,C2,,,Cart-In,,,,,Great River Bluffs State Park,SPK00244,State Park,Unknown,,,,,,,,,,Grass/ Bare Ground,,200',1/2 mile,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,C3,,,Cart-In,,,,,Great River Bluffs State Park,SPK00244,State Park,Unknown,,,,,,,,,,Grass/ Bare Ground,,300',1/2 mile,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,C4,,,Cart-In,,,,,Great River Bluffs State Park,SPK00244,State Park,Unknown,,,,,,,,,,Grass/ Bare Ground,,200',1/2 mile,,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Winona,3C,8,Central Region,3,Southern
Campsite,1,,,Drive-In,,,Hayes Lake Campground,,Hayes Lake State Park,SPK00174,State Park,Global Positioning System,,,40,13,Gravel,B,,,Large,,.3 mile,.25 mile,.3 mile,.6 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Roseau,1C,2,Northwest Region,1,Northwest
Campsite,2,,,Drive-In,,,Hayes Lake Campground,,Hayes Lake State Park,SPK00174,State Park,Global Positioning System,,,39,10,Gravel,B,,,Large,,.3 mile,.25 mile,.3 mile,.6 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Roseau,1C,2,Northwest Region,1,Northwest
Campsite,3,,,Drive-In,,,Hayes Lake Campground,,Hayes Lake State Park,SPK00174,State Park,Global Positioning System,,,36,14,Gravel,B,,,Large,,.3 mile,.25 mile,.25 mile,.6 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Roseau,1C,2,Northwest Region,1,Northwest
Campsite,4,,,Drive-In,,,Hayes Lake Campground,,Hayes Lake State Park,SPK00174,State Park,Global Positioning System,,,37,12,Gravel,B,,,Large,,.3 mile,.25 mile,.25 mile,.6 mile,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Roseau,1C,2,Northwest Region,1,Northwest
